Material,Plant,Vendor,Week,ForecastQty,WIP,Stock,MRP BACKLOG,Price from Info Record,Price unit,Currency from Info Record,Safety Stock,ConsumptionQty,Deviation,DeviationPercent
72984818,MA10,YZKMA90V,W05-25,2116.0,1356.0,2494.0,10.0,0.0,0.0,0,0.0,460.0,-1656.0,-78.26086956521739
72984818,MA10,YZKMA90V,W05-25,2116.0,1356.0,2494.0,10.0,0.0,0.0,0,0.0,1011.0,-1105.0,-52.221172022684314
7298490530,MA10,0,W05-25,11520.0,3180.0,5717.0,90.0,0.0,0.0,0,0.0,11956.0,436.0,3.784722222222222
7298490530,MA10,0,W05-25,11520.0,3180.0,5717.0,90.0,0.0,0.0,0,0.0,541.0,-10979.0,-95.30381944444444
7298490530,MA10,0,W05-25,11520.0,3180.0,5717.0,90.0,0.0,0.0,0,0.0,36.0,-11484.0,-99.6875
7298490790,MA10,YZKMA90V,W05-25,3764.0,994.0,1452.0,103.0,0.0,0.0,0,0.0,3689.0,-75.0,-1.9925611052072263
7298657340,MA10,0,W05-25,756.0,242.0,300.0,6.0,0.0,0.0,0,0.0,674.0,-82.0,-10.846560846560847
72988956,MA10,0,W05-25,6355.0,3274.0,1560.0,0.0,0.0,0.0,0,0.0,8306.0,1951.0,30.70023603461841
7298895730,MA10,0,W05-25,6355.0,1653.0,3432.0,0.0,0.0,0.0,0,0.0,8306.0,1951.0,30.70023603461841
7298895840,MA10,0,W05-25,6355.0,2464.0,936.0,0.0,0.0,0.0,0,0.0,8306.0,1951.0,30.70023603461841
7298962130,MA10,0,W05-25,234.0,35.0,600.0,210.0,0.0,0.0,0,0.0,2.0,-232.0,-99.14529914529915
7298985030,MA10,YZKMA90V,W05-25,49430.0,18568.0,36000.0,40.0,0.0,0.0,0,0.0,34830.0,-14600.0,-29.53671859194821
7298985030,MA10,YZKMA90V,W05-25,49430.0,18568.0,36000.0,40.0,0.0,0.0,0,0.0,20870.0,-28560.0,-57.77867691685211
7298993730,MA10,YZKMA90V,W05-25,3176.0,1814.0,280.0,0.0,0.0,0.0,0,0.0,4399.0,1223.0,38.50755667506297
73063685,MA10,YZKMA90V,W05-25,1768.0,619.0,600.0,3.0,0.0,0.0,0,0.0,1782.0,14.0,0.7918552036199095
7306385601,MA10,YZKMA90V,W05-25,350.0,243.0,1008.0,0.0,0.0,0.0,0,0.0,900.0,550.0,157.14285714285714
7316809002,MA10,0,W05-25,61791.0,19576.0,28800.0,4.0,0.0,0.0,0,0.0,99547.0,37756.0,61.102749591364436
7316809602,MA10,0,W05-25,107718.0,24792.0,56000.0,2.0,0.0,0.0,0,0.0,138336.0,30618.0,28.424218793516403
7316809702,MA10,0,W05-25,5450.0,1398.0,7000.0,0.0,0.0,0.0,0,0.0,6350.0,900.0,16.51376146788991
7316840402,MA10,0,W05-25,82276.0,2885.0,45900.0,3.0,0.0,0.0,0,0.0,86415.0,4139.0,5.030628615878263
73276126,MA10,0,W05-25,6369.0,4750.0,0.0,13.0,0.0,0.0,0,0.0,6561.0,192.0,3.014601978332548
732766643W,MA10,YZKMA90V,W05-25,706.0,395.0,0.0,30.0,0.0,0.0,0,0.0,637.0,-69.0,-9.773371104815865
73752778,MA10,0,W05-25,2505.0,200.0,2660.0,0.0,0.0,0.0,0,0.0,3480.0,975.0,38.92215568862276
73753158,MA10,0,W05-25,5920.0,521.0,5120.0,0.0,0.0,0.0,0,0.0,7680.0,1760.0,29.72972972972973
73753159,MA10,0,W05-25,4525.0,281.0,2940.0,80.0,0.0,0.0,0,0.0,5980.0,1455.0,32.15469613259668
73753160,MA10,0,W05-25,8930.0,3580.0,5000.0,0.0,0.0,0.0,0,0.0,9020.0,90.0,1.007838745800672
73753161,MA10,0,W05-25,5635.0,800.0,4340.0,0.0,0.0,0.0,0,0.0,7500.0,1865.0,33.09671694764862
73753162,MA10,0,W05-25,5375.0,841.0,3780.0,0.0,0.0,0.0,0,0.0,6620.0,1245.0,23.162790697674417
73753163,MA10,0,W05-25,6215.0,961.0,3640.0,0.0,0.0,0.0,0,0.0,6220.0,5.0,0.08045052292839903
73753164,MA10,0,W05-25,6365.0,1545.0,3520.0,0.0,0.0,0.0,0,0.0,8420.0,2055.0,32.285938727415555
73754500,MA10,0,W05-25,6.0,9.0,0.0,1.0,0.0,0.0,0,0.0,4.0,-2.0,-33.33333333333333
73754502,MA10,0,W05-25,249.0,151.0,200.0,3.0,0.0,0.0,0,0.0,246.0,-3.0,-1.2048192771084338
73754505,MA10,0,W05-25,155.0,86.0,200.0,2.0,0.0,0.0,0,0.0,159.0,4.0,2.5806451612903225
73754506,MA10,0,W05-25,249.0,227.0,200.0,3.0,0.0,0.0,0,0.0,246.0,-3.0,-1.2048192771084338
73754511,MA10,0,W05-25,245.0,246.0,400.0,2.0,0.0,0.0,0,0.0,245.0,0.0,0.0
73754556,MA10,0,W05-25,2690.0,411.0,1400.0,3.0,0.0,0.0,0,0.0,2838.0,148.0,5.5018587360594795
73754557,MA10,0,W05-25,100.0,145.0,155.0,1.0,0.0,0.0,0,0.0,128.0,28.0,28.000000000000004
73754558,MA10,0,W05-25,1883.0,537.0,2000.0,1.0,0.0,0.0,0,0.0,1637.0,-246.0,-13.064259160913435
73754559,MA10,0,W05-25,2690.0,592.0,1200.0,3.0,0.0,0.0,0,0.0,2838.0,148.0,5.5018587360594795
73754617,MA10,0,W05-25,100.0,244.0,0.0,1.0,0.0,0.0,0,0.0,128.0,28.0,28.000000000000004
73754618,MA10,0,W05-25,2690.0,326.0,1600.0,3.0,0.0,0.0,0,0.0,2838.0,148.0,5.5018587360594795
73754757,MA10,YZKMA90V,W05-25,14510.0,745.0,14500.0,0.0,0.0,0.0,0,0.0,8015.0,-6495.0,-44.76223294279807
73755052,MA10,0,W05-25,86.0,50.0,150.0,1.0,0.0,0.0,0,0.0,82.0,-4.0,-4.651162790697675
73755053,MA10,0,W05-25,100.0,36.0,179.0,1.0,0.0,0.0,0,0.0,128.0,28.0,28.000000000000004
73755120,MA10,0,W05-25,10.0,39.0,0.0,4.0,0.0,0.0,0,0.0,34.0,24.0,240.0
73755122,MA10,0,W05-25,1039.0,850.0,200.0,3.0,0.0,0.0,0,0.0,1052.0,13.0,1.2512030798845042
73755128,MA10,0,W05-25,378.0,227.0,150.0,1.0,0.0,0.0,0,0.0,328.0,-50.0,-13.227513227513226
73755130,MA10,0,W05-25,3.0,43.0,0.0,0.0,0.0,0.0,0,0.0,18.0,15.0,500.0
73755131,MA10,0,W05-25,265.0,335.0,0.0,13.0,0.0,0.0,0,0.0,217.0,-48.0,-18.11320754716981
73755132,MA10,0,W05-25,24.0,261.0,0.0,0.0,0.0,0.0,0,0.0,25.0,1.0,4.166666666666666
73755151,MA10,0,W05-25,6.0,395.0,1400.0,0.0,0.0,0.0,0,0.0,22.0,16.0,266.66666666666663
73755854,MA10,0,W05-25,23.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,-15.0,-65.21739130434783
73755855,MA10,0,W05-25,328.0,385.0,0.0,0.0,0.0,0.0,0,0.0,324.0,-4.0,-1.2195121951219512
73755858,MA10,0,W05-25,11.0,163.0,0.0,10.0,0.0,0.0,0,0.0,2.0,-9.0,-81.81818181818183
73755861,MA10,YZKMA90V,W05-25,984.0,698.0,0.0,1.0,0.0,0.0,0,0.0,1141.0,157.0,15.955284552845528
73756685,MA10,YZKMA90V,W05-25,4.0,43.0,100.0,1.0,0.0,0.0,0,0.0,1.0,-3.0,-75.0
73756687,MA10,YZKMA90V,W05-25,4.0,27.0,100.0,1.0,0.0,0.0,0,0.0,1.0,-3.0,-75.0
7387721330,MA10,0,W05-25,13351.0,1329.0,4590.0,475.0,0.0,0.0,0,0.0,16750.0,3399.0,25.45876713354805
74750402,MA10,0,W05-25,30.0,174.0,0.0,0.0,0.0,0.0,0,0.0,120.0,90.0,300.0
74750811,MA10,YZKMA90V,W05-25,6.0,80.0,0.0,0.0,0.0,0.0,0,0.0,18.0,12.0,200.0
74750978,MA10,YZKMA90V,W05-25,840.0,800.0,1000.0,139.0,0.0,0.0,0,0.0,975.0,135.0,16.071428571428573
74750979,MA10,YZKMA90V,W05-25,897.0,250.0,750.0,139.0,0.0,0.0,0,0.0,950.0,53.0,5.908584169453734
74750980,MA10,YZKMA90V,W05-25,430.0,475.0,400.0,0.0,0.0,0.0,0,0.0,800.0,370.0,86.04651162790698
74750981,MA10,YZKMA90V,W05-25,531.0,350.0,250.0,0.0,0.0,0.0,0,0.0,925.0,394.0,74.19962335216572
74750982,MA10,YZKMA90V,W05-25,345.0,129.0,500.0,0.0,0.0,0.0,0,0.0,800.0,455.0,131.8840579710145
74750983,MA10,YZKMA90V,W05-25,50.0,300.0,0.0,0.0,0.0,0.0,0,0.0,400.0,350.0,700.0
74750984,MA10,YZKMA90V,W05-25,150.0,500.0,0.0,150.0,0.0,0.0,0,0.0,50.0,-100.0,-66.66666666666666
74750985,MA10,YZKMA90V,W05-25,2424.0,1450.0,1200.0,0.0,0.0,0.0,0,0.0,2750.0,326.0,13.448844884488448
74750986,MA10,YZKMA90V,W05-25,50.0,106.0,0.0,0.0,0.0,0.0,0,0.0,100.0,50.0,100.0
74750987,MA10,YZKMA90V,W05-25,566.0,200.0,500.0,0.0,0.0,0.0,0,0.0,825.0,259.0,45.75971731448763
74750989,MA10,YZKMA90V,W05-25,493.0,200.0,200.0,0.0,0.0,0.0,0,0.0,250.0,-243.0,-49.290060851926974
74751119,MA10,0,W05-25,2179.0,900.0,1200.0,0.0,0.0,0.0,0,0.0,2800.0,621.0,28.49931161083066
74751120,MA10,YZKMA90V,W05-25,79.0,260.0,0.0,0.0,0.0,0.0,0,0.0,250.0,171.0,216.45569620253164
74751489,MA10,YZKMA90V,W05-25,208.0,99.0,0.0,115.0,0.0,0.0,0,0.0,1.0,-207.0,-99.51923076923077
74751501,MA10,YZKMA90V,W05-25,601.0,475.0,0.0,0.0,0.0,0.0,0,0.0,757.0,156.0,25.9567387687188
74751505,MA10,YZKMA90V,W05-25,21.0,22.0,0.0,0.0,0.0,0.0,0,0.0,54.0,33.0,157.14285714285714
74751507,MA10,YZKMA90V,W05-25,239.0,357.0,0.0,0.0,0.0,0.0,0,0.0,501.0,262.0,109.62343096234311
74751508,MA10,YZKMA90V,W05-25,3.0,95.0,0.0,0.0,0.0,0.0,0,0.0,19.0,16.0,533.3333333333333
74751512,MA10,YZKMA90V,W05-25,2707.0,592.0,1350.0,20.0,0.0,0.0,0,0.0,2838.0,131.0,4.839305504248245
74751515,MA10,YZKMA90V,W05-25,186.0,257.0,0.0,0.0,0.0,0.0,0,0.0,185.0,-1.0,-0.5376344086021506
74754775,MA10,0,W05-25,912.0,625.0,450.0,0.0,0.0,0.0,0,0.0,725.0,-187.0,-20.50438596491228
74754776,MA10,0,W05-25,4348.0,1350.0,600.0,0.0,0.0,0.0,0,0.0,5725.0,1377.0,31.669733210671573
74754777,MA10,0,W05-25,559.0,313.0,450.0,26.0,0.0,0.0,0,0.0,845.0,286.0,51.162790697674424
74754780,MA10,0,W05-25,800.0,650.0,0.0,0.0,0.0,0.0,0,0.0,400.0,-400.0,-50.0
74754781,MA10,0,W05-25,575.0,550.0,300.0,0.0,0.0,0.0,0,0.0,400.0,-175.0,-30.434782608695656
74755012,MA10,YZKMA90V,W05-25,751.0,363.0,960.0,2.0,0.0,0.0,0,0.0,1486.0,735.0,97.86950732356857
74755013,MA10,YZKMA90V,W05-25,750.0,314.0,2400.0,2.0,0.0,0.0,0,0.0,1486.0,736.0,98.13333333333333
74755014,MA10,YZKMA90V,W05-25,2574.0,887.0,750.0,1.0,0.0,0.0,0,0.0,3561.0,987.0,38.344988344988344
74755015,MA10,YZKMA90V,W05-25,751.0,453.0,900.0,2.0,0.0,0.0,0,0.0,1486.0,735.0,97.86950732356857
74755016,MA10,YZKMA90V,W05-25,2597.0,942.0,300.0,24.0,0.0,0.0,0,0.0,3561.0,964.0,37.11975356180208
74755059,MA10,YZKMA90V,W05-25,2574.0,1102.0,300.0,1.0,0.0,0.0,0,0.0,3561.0,987.0,38.344988344988344
74755064,MA10,YZKMA90V,W05-25,2374.0,991.0,450.0,1.0,0.0,0.0,0,0.0,3460.0,1086.0,45.745577085088456
74755065,MA10,YZKMA90V,W05-25,537.0,145.0,100.0,0.0,0.0,0.0,0,0.0,804.0,267.0,49.72067039106145
74755066,MA10,YZKMA90V,W05-25,1072.0,507.0,150.0,1.0,0.0,0.0,0,0.0,1208.0,136.0,12.686567164179104
74755067,MA10,YZKMA90V,W05-25,239.0,288.0,0.0,0.0,0.0,0.0,0,0.0,180.0,-59.0,-24.686192468619247
74755068,MA10,YZKMA90V,W05-25,1443.0,253.0,350.0,0.0,0.0,0.0,0,0.0,1632.0,189.0,13.097713097713099
74755069,MA10,YZKMA90V,W05-25,750.0,450.0,750.0,2.0,0.0,0.0,0,0.0,1486.0,736.0,98.13333333333333
74755071,MA10,YZKMA90V,W05-25,750.0,603.0,900.0,2.0,0.0,0.0,0,0.0,1486.0,736.0,98.13333333333333
74755072,MA10,YZKMA90V,W05-25,2574.0,1223.0,0.0,1.0,0.0,0.0,0,0.0,3561.0,987.0,38.344988344988344
74755073,MA10,YZKMA90V,W05-25,374.0,476.0,0.0,0.0,0.0,0.0,0,0.0,418.0,44.0,11.76470588235294
74755074,MA10,YZKMA90V,W05-25,2574.0,1034.0,400.0,1.0,0.0,0.0,0,0.0,3561.0,987.0,38.344988344988344
74755075,MA10,YZKMA90V,W05-25,2574.0,1064.0,600.0,1.0,0.0,0.0,0,0.0,3561.0,987.0,38.344988344988344
74755076,MA10,YZKMA90V,W05-25,750.0,453.0,900.0,2.0,0.0,0.0,0,0.0,1486.0,736.0,98.13333333333333
74755077,MA10,YZKMA90V,W05-25,293.0,456.0,0.0,0.0,0.0,0.0,0,0.0,326.0,33.0,11.262798634812286
74755078,MA10,YZKMA90V,W05-25,991.0,0.0,800.0,0.0,0.0,0.0,0,0.0,1200.0,209.0,21.089808274470233
74755079,MA10,YZKMA90V,W05-25,868.0,156.0,800.0,0.0,0.0,0.0,0,0.0,1062.0,194.0,22.350230414746544
74755084,MA10,YZKMA90V,W05-25,84.0,287.0,0.0,0.0,0.0,0.0,0,0.0,150.0,66.0,78.57142857142857
74755404,MA10,YZKMA90V,W05-25,325.0,325.0,3300.0,150.0,0.0,0.0,0,0.0,200.0,-125.0,-38.46153846153847
74755405,MA10,YZKMA90V,W05-25,289.0,0.0,3600.0,0.0,0.0,0.0,0,0.0,275.0,-14.0,-4.844290657439446
74755884,MA10,YZKMA90V,W05-25,100.0,750.0,0.0,50.0,0.0,0.0,0,0.0,1400.0,1300.0,1300.0
74755885,MA10,YZKMA90V,W05-25,3526.0,1075.0,0.0,0.0,0.0,0.0,0,0.0,4775.0,1249.0,35.42257515598412
74755940,MA10,YZKMA90V,W05-25,439.0,0.0,2550.0,100.0,0.0,0.0,0,0.0,75.0,-364.0,-82.91571753986332
74755943,MA10,YZKMA90V,W05-25,103.0,0.0,1350.0,0.0,0.0,0.0,0,0.0,51.0,-52.0,-50.48543689320388
74755944,MA10,YZKMA90V,W05-25,449.0,0.0,2400.0,200.0,0.0,0.0,0,0.0,25.0,-424.0,-94.43207126948775
74755945,MA10,0,W05-25,70.0,0.0,300.0,0.0,0.0,0.0,0,0.0,75.0,5.0,7.142857142857142
74755946,MA10,YZKMA90V,W05-25,70.0,0.0,400.0,0.0,0.0,0.0,0,0.0,50.0,-20.0,-28.57142857142857
74756108,MA10,0,W05-25,987.0,350.0,600.0,0.0,0.0,0.0,0,0.0,450.0,-537.0,-54.40729483282675
74756109,MA10,0,W05-25,213.0,246.0,700.0,0.0,0.0,0.0,0,0.0,150.0,-63.0,-29.577464788732392
74756110,MA10,0,W05-25,852.0,275.0,900.0,0.0,0.0,0.0,0,0.0,400.0,-452.0,-53.051643192488264
74756111,MA10,0,W05-25,236.0,271.0,500.0,0.0,0.0,0.0,0,0.0,75.0,-161.0,-68.22033898305084
74756227,MA10,0,W05-25,178.0,80.0,50.0,81.0,0.0,0.0,0,0.0,20.0,-158.0,-88.76404494382022
7B16422108,MA10,0,W05-25,3742.0,57.0,5500.0,4.0,0.0,0.0,0,0.0,7200.0,3458.0,92.41047568145376
7B58307080,MA10,0,W05-25,6853.0,0.0,19957.0,4.0,0.0,0.0,0,0.0,7200.0,347.0,5.063475849992704
7C83552470,MA10,YZKMA90V,W05-25,2160.0,1239.0,960.0,126.0,0.0,0.0,0,0.0,2486.0,326.0,15.092592592592593
8G020169,MA10,0,W05-25,4967.0,0.0,0.0,587.0,0.0,0.0,0,0.0,2230.0,-2737.0,-55.103684316488824
8G020268,MA10,0,W05-25,14074.0,0.0,13800.0,22.0,0.0,0.0,0,0.0,10513.0,-3561.0,-25.301975273554074
8G020273,MA10,0,W05-25,5355.0,0.0,3800.0,65.0,0.0,0.0,0,0.0,420.0,-4935.0,-92.15686274509804
8G020288,MA10,0,W05-25,5698.0,415.0,1800.0,903.0,0.0,0.0,0,0.0,2436.0,-3262.0,-57.24815724815725
8G020291,MA10,0,W05-25,17152.0,3761.0,10000.0,15.0,0.0,0.0,0,0.0,16626.0,-526.0,-3.06669776119403
8G020398,MA10,0,W05-25,7126.0,0.0,4840.0,0.0,0.0,0.0,0,0.0,6628.0,-498.0,-6.988492843109739
8G020413,MA10,0,W05-25,246.0,0.0,360.0,6.0,0.0,0.0,0,0.0,24.0,-222.0,-90.2439024390244
AB004550,MA10,0,W05-25,27998.47,3339.223,0.0,15000.0,0.0,0.0,0,0.0,13614.905,-14383.565,-51.37268215013178
AB005950,MA10,413192,W05-25,6240.58,1541.526,0.0,1078.975,901.57,1000.0,EUR,0.0,4097.57499999999,-2143.00500000001,-34.33983700233008
AD704730,MA10,0,W05-25,1084.75,1568.085,0.0,800.0,0.0,0.0,0,0.0,748.0,-336.75,-31.04401935929938
AD705930,MA10,0,W05-25,1773.3000000000002,3295.381,0.0,1208.4,0.0,0.0,0,0.0,2083.05,309.75,17.46743359837591
AD707130,MA10,403874,W05-25,6578.2,5240.119,0.0,3200.0,1612.77,1000.0,EUR,0.0,6018.46,-559.7399999999998,-8.50901462406129
AD707530,MA10,0,W05-25,1090.915,617.655,0.0,805.07,0.0,0.0,0,0.0,706.82,-384.0949999999999,-35.20851762052955
AD707630,MA10,0,W05-25,2596.3599999999997,3323.1,0.0,1257.82,0.0,0.0,0,0.0,1223.47,-1372.8899999999996,-52.87749002449582
AD804730,MA10,403874,W05-25,1533.6,846.6,0.0,0.0,1953.74,1000.0,EUR,0.0,2811.59999999999,1277.99999999999,83.33333333333269
AD805930,MA10,0,W05-25,965.4,3106.672,0.0,50.0,0.0,0.0,0,0.0,1189.15,223.7500000000001,23.17692148332299
AD805940,MA10,0,W05-25,5847.276,0.0,0.0,1000.0,0.0,0.0,0,0.0,6369.0,521.7240000000002,8.922513662772207
AD805941,MA10,403874,W05-25,2946.5,6760.667,0.0,0.0,987.97,1000.0,EUR,0.0,5005.5,2059.0,69.87951807228916
AD805950,MA10,0,W05-25,2467.199,3524.251,0.0,0.0,0.0,0.0,0,0.0,4311.56,1844.3610000000003,74.75525889885657
AD805960,MA10,403874,W05-25,10517.1,6570.034,0.0,0.0,987.97,1000.0,EUR,0.0,6269.77,-4247.33,-40.38499206054901
AD805970,MA10,403874,W05-25,9224.298999999999,945.549,0.0,6.0,987.97,1000.0,EUR,0.0,9797.405,573.1060000000016,6.213003286211794
AD807130,MA10,403874,W05-25,551.95,354.88,0.0,0.0,1523.68,1000.0,EUR,0.0,1228.4,676.45,122.5563909774436
BC8001ZZ,MA10,403874,W05-25,26574.8,13040.326,0.0,1070.0,184.16,1000.0,EUR,0.0,22330.075,-4244.7249999999985,-15.972744856029014
BC8002ZZ,MA10,403874,W05-25,35639.4,13750.068,0.0,0.0,315.65,1000.0,EUR,0.0,23032.998,-12606.402000000002,-35.37209380629304
BC8003ZZ,MA10,403874,W05-25,83910.95,21282.547,0.0,20002.525,249.84,1000.0,EUR,0.0,40622.5849999999,-43288.3650000001,-51.588457763855736
BC8011ZZ,MA10,0,W05-25,384.05,720.773,0.0,5.05,0.0,0.0,0,0.0,195.56,-188.49,-49.079546933992965
BH302730,MA10,0,W05-25,260.5,1895.53,0.0,0.0,0.0,0.0,0,0.0,5168.31999999999,4907.81999999999,1883.9999999999961
BH302740,MA10,0,W05-25,29404.092,0.0,0.0,0.0,0.0,0.0,0,0.0,51979.8159999999,22575.723999999896,76.77749069755289
BH302741,MA10,0,W05-25,13979.235,6611.347,0.0,0.0,0.0,0.0,0,0.0,41226.625,27247.39,194.91331249528315
BH302750,MA10,0,W05-25,12505.48,17172.223,0.0,0.0,0.0,0.0,0,0.0,55939.6999999999,43434.2199999999,347.321494256917
BH302752,MA10,0,W05-25,26723.98,17800.779,0.0,0.0,0.0,0.0,0,0.0,59144.75,32420.77,121.31714662262134
BH302760,MA10,0,W05-25,10098.54,12519.522,0.0,0.0,0.0,0.0,0,0.0,33276.26,23177.72,229.51555373351
BH302770,MA10,0,W05-25,27361.295,16369.753,0.0,0.0,0.0,0.0,0,0.0,47491.0,20129.705,73.57000098131321
BH302780,MA10,0,W05-25,14888.75,28577.978,0.0,0.0,0.0,0.0,0,0.0,30543.5,15654.75,105.14482411216524
BH302790,MA10,0,W05-25,8376.515,19249.282,0.0,0.0,0.0,0.0,0,0.0,20290.5,11913.985,142.2308083970482
BH302792,MA10,0,W05-25,9112.75,36887.596,0.0,0.0,0.0,0.0,0,0.0,41138.5,32025.75,351.4389179995062
CE503450,MA10,0,W05-25,517.704,316.313,0.0,6.524,0.0,0.0,0,0.0,433.5,-84.20399999999995,-16.26489267998701
CE503467,MA10,404137,W05-25,4454.4800000000005,4048.566,0.0,36.6,642.88,1000.0,EUR,0.0,6437.64999999999,1983.1699999999892,44.520797040282794
CE503903,MA10,0,W05-25,7589.675,4974.757,0.0,0.0,0.0,0.0,0,0.0,24025.2,16435.525,216.55110396690242
CE503930,MA10,404137,W05-25,301341.91400000005,121380.701,0.0,478.426,49.89,1000.0,EUR,0.0,78026.714,-223315.20000000004,-74.10691630504478
CE503930,MA10,404137,W05-25,301341.91400000005,121380.701,0.0,478.426,49.89,1000.0,EUR,0.0,289021.226,-12320.688000000024,-4.088607467993988
CE503933,MA10,0,W05-25,10792.05,12802.569,0.0,0.0,0.0,0.0,0,0.0,34613.0999999999,23821.049999999897,220.72775793292192
CE503940,MA10,0,W05-25,350679.62,139270.266,0.0,1744.728,0.0,0.0,0,0.0,74937.447,-275742.173,-78.6307949689235
CE503940,MA10,0,W05-25,350679.62,139270.266,0.0,1744.728,0.0,0.0,0,0.0,285378.556999999,-65301.06300000101,-18.62128828587216
CE503941,MA10,0,W05-25,232882.57200000001,133648.629,0.0,762.368,0.0,0.0,0,0.0,79182.978,-153699.594,-65.99875322572443
CE503941,MA10,0,W05-25,232882.57200000001,133648.629,0.0,762.368,0.0,0.0,0,0.0,291655.056999999,58772.48499999897,25.236961484605626
CE503950,MA10,0,W05-25,150473.66799999998,128471.276,0.0,328.694,0.0,0.0,0,0.0,30066.4919999999,-120407.17600000008,-80.01876846652007
CE503950,MA10,0,W05-25,150473.66799999998,128471.276,0.0,328.694,0.0,0.0,0,0.0,278037.994,127564.32600000003,84.77518206042538
CE503951,MA10,0,W05-25,9268.7,4890.211,0.0,0.0,0.0,0.0,0,0.0,14962.0,5693.299999999999,61.42501105872451
CE503952,MA10,0,W05-25,512790.625,123269.737,0.0,8531.295,0.0,0.0,0,0.0,75854.054,-436936.571,-85.20759735028307
CE503952,MA10,0,W05-25,512790.625,123269.737,0.0,8531.295,0.0,0.0,0,0.0,301643.522999999,-211147.102000001,-41.176084683685666
CE50395U,MA10,0,W05-25,91323.658,48996.884,0.0,841.103,0.0,0.0,0,0.0,174679.337,83355.679,91.27501112581365
CE503960,MA10,0,W05-25,335522.182,132816.948,0.0,2018.872,0.0,0.0,0,0.0,70035.5,-265486.682,-79.12641734071698
CE503960,MA10,0,W05-25,335522.182,132816.948,0.0,2018.872,0.0,0.0,0,0.0,391558.718999999,56036.53699999902,16.701291302403078
CE503961,MA10,404137,W05-25,11501.125,9996.245,0.0,11500.0,49.89,1000.0,EUR,0.0,1.125,-11500.0,-99.99021834820506
CE503967,MA10,404137,W05-25,6791.48,17611.929,0.0,14.25,49.89,1000.0,EUR,0.0,21785.3499999999,14993.8699999999,220.774705955107
CE503968,MA10,0,W05-25,8108.6,8246.261,0.0,0.0,0.0,0.0,0,0.0,15570.1,7461.5,92.01958414522852
CE503970,MA10,0,W05-25,172309.13100000002,62606.734,0.0,2760.568,0.0,0.0,0,0.0,9151.39999999999,-163157.73100000003,-94.68896398763685
CE503970,MA10,0,W05-25,172309.13100000002,62606.734,0.0,2760.568,0.0,0.0,0,0.0,288974.7,116665.56899999999,67.70713097032564
CE503980,MA10,0,W05-25,193674.906,141375.781,0.0,140.162,0.0,0.0,0,0.0,87536.7519999999,-106138.15400000008,-54.80222306136041
CE503980,MA10,0,W05-25,193674.906,141375.781,0.0,140.162,0.0,0.0,0,0.0,298599.430999999,104924.524999999,54.17559102881352
CE503990,MA10,0,W05-25,232861.73,119932.016,0.0,5923.23,0.0,0.0,0,0.0,69576.356,-163285.374,-70.12117190746629
CE503990,MA10,0,W05-25,232861.73,119932.016,0.0,5923.23,0.0,0.0,0,0.0,288284.647,55422.91699999999,23.800783838546586
CE503992,MA10,404137,W05-25,79633.975,93744.626,0.0,1387.8,49.89,1000.0,EUR,0.0,57361.3839999999,-22272.591000000102,-27.96870431244968
CE503992,MA10,404137,W05-25,79633.975,93744.626,0.0,1387.8,49.89,1000.0,EUR,0.0,163271.899999999,83637.924999999,105.02794190544802
CE503995,MA10,0,W05-25,5032.525,3129.344,0.0,0.0,0.0,0.0,0,0.0,22877.883,17845.358,354.60048385253924
CE503996,MA10,0,W05-25,2437.651,4923.142,0.0,3.301,0.0,0.0,0,0.0,16757.5,14319.849,587.4445931759715
CE503997,MA10,0,W05-25,1312.675,9421.805,0.0,0.0,0.0,0.0,0,0.0,6088.018,4775.343,363.7871521892319
CE5039B5,MA10,0,W05-25,6601.25,2528.502,0.0,0.0,0.0,0.0,0,0.0,18504.3499999999,11903.0999999999,180.31584927096992
CE5039G4,MA10,404137,W05-25,7903.393,6942.358,0.0,1.243,49.89,1000.0,EUR,0.0,20134.15,12230.757000000001,154.75324332220353
CE5039G5,MA10,0,W05-25,1697.15,1265.575,0.0,0.0,0.0,0.0,0,0.0,9879.75,8182.6,482.1377014406505
CE5039X7,MA10,0,W05-25,4397.65,7448.08,0.0,0.0,0.0,0.0,0,0.0,11184.15,6786.5,154.3210578377088
CE504030,MA10,0,W05-25,6250.6,10184.677,0.0,0.0,0.0,0.0,0,0.0,16314.725,10064.125,161.01054298787315
CE504038,MA10,0,W05-25,76812.96,19915.853,0.0,61.695,0.0,0.0,0,0.0,78653.5549999999,1840.5949999998993,2.3962037135398755
CE504040,MA10,404137,W05-25,23222.765,18628.589,0.0,0.0,72.97,1000.0,EUR,0.0,28617.5499999999,5394.784999999902,23.230588605619968
CE504041,MA10,0,W05-25,16276.935,20987.837,0.0,0.0,0.0,0.0,0,0.0,23870.2,7593.265000000001,46.6504596842096
CE504050,MA10,404137,W05-25,32247.769,5879.379,0.0,984.879,72.97,1000.0,EUR,0.0,43141.0999999999,10893.330999999896,33.78010739285529
CE504051,MA10,0,W05-25,100.0,0.0,0.0,0.0,0.0,0.0,0,0.0,139.5,39.5,39.5
CE504052,MA10,404137,W05-25,20103.455,17267.844,0.0,0.0,72.97,1000.0,EUR,0.0,35493.15,15389.695,76.5524881170923
CE504058,MA10,0,W05-25,1333.545,7085.377,0.0,0.0,0.0,0.0,0,0.0,4969.555,3636.01,272.65746562733165
